x,y
-0.357676629865097,193.49512195122
0.255812712903122,195.883950617284
0.253724445859007,194.284897959184
0.255812712903122,195.883950617284
-0.360608405519713,195.081147540984
-0.984047070781287,196.693388429752
-0.988130253647569,197.509543568465
-1.62464573770433,199.162343096234
-13.3380995669726,195.883950617284
-13.3932156808857,196.693388429752
-1.71809881111213,210.618584070796
-2.4474603249709,216.575755575756
-20.4694142174054,218.753534345667
-20.6293315159788,230.534567865468
-20.8261595091608,256.323468765245
-20.1569040766817,272.345012356786
-20.0042002579189,286.366453300454
-20.3701122206391,300.366868686688
-20.2225027117939,305.030340345456
-11.9547004650806,353.362727272727
-20.4694142174054,368.990697674419
-20.6293315159788,371.8734375
-20.8261595091608,355.222388059701
-20.1569040766817,363.357251908397
-20.0042002579189,360.604545454545
-20.3701122206391,347.443795620438
-20.2225027117939,344.926086956522
-20.8571369816299,337.587234042553
-16.9415203664151,323.808163265306
-17.3720686450348,313.156578947368
-17.1464573639304,309.08961038961
-18.2661882882597,295.650931677019
-17.3720686450348,313.156578947368
-15.9861431642226,347.443795620438
-16.1036883345478,349.998529411765
-11.8274859853663,436.695412844037
-12.2780568800468,453.331428571429
-12.5164657515041,462.133980582524
-12.3961151192781,457.690384615385
-12.6391762000482,466.664705882353
-11.3904503222266,475.998
-12.5164657515041,462.133980582524
-15.3642254726339,386.990243902439
-16.5849648237092,386.990243902439
-16.7209071583298,390.162295081967
-16.8590964736879,393.386776859504
-16.9995889443019,396.665
-18.4042152394832,399.998319327731
-18.5601831652415,403.38813559322
-19.6659878460569,399.998319327731
-20.0021585784681,406.835897435897
-20.1745909800066,410.343103448276
-19.2114176622676,417.542105263158
-20.3500222059197,413.911304347826
-19.7306451666532,428.827027027027
-8.22297207704048,466.664705882353
-8.30438764215961,471.285148514851
-8.14313739668086,462.133980582524
-8.06483799863582,457.690384615385
-8.14313739668086,462.133980582524
-8.30438764215961,471.285148514851
-6.88592211675859,475.998
-6.95547688561476,480.806060606061
-7.02645113954964,485.712244897959
-5.49429868871016,485.712244897959
-5.550940943233,490.719587628866
-5.60876324472503,495.83125
-6.33460319404242,559.997647058824
-4.73524794282116,580.485365853658
-4.79370779396709,587.651851851852
-6.81571229738734,602.529113924051
-4.91506748495374,602.529113924051
-4.97808117065813,610.253846153846
-3.09271936531263,618.179220779221
-1.15774277561582,626.313157894737
-1.17317934595746,634.664
0.851540948430852,652.052054794521
0.828833189806119,634.664
2.94879763080166,661.108333333333
3.03304899168177,679.997142857143
5.1780624228569,679.997142857143
9.46808928520738,679.997142857143
11.6131027163825,679.997142857143
11.7814085528519,689.852173913043
11.6131027163825,679.997142857143
-12.3617346704381,82.3525951557093
-12.297904715169,81.9273666092943
-12.3191079991607,82.0686206896552
-12.5563400683227,81.9273666092943
-12.3191079991607,82.0686206896552
-12.404657360266,82.6385416666667
-12.6653360758602,82.6385416666667
-12.5779889305094,82.0686206896552
-12.2767742946962,81.7865979381443
-11.2326003673933,79.8654362416107
-12.1720542163026,86.5450909090909
-10.4579858806369,85.9202166064982
-7.27199194073691,97.7408624229979
-6.7761666230641,109.676958525346
-7.62625457593963,111.999529411765
-9.01822055282489,111.73661971831
-9.50014641254113,109.173853211009
-8.96022091097365,115.533495145631
-14.7819291141367,143.806042296073
-16.5426357811952,147.367801857585
-17.607122748424,152.563461538462
-20.1283737098596,184.495348837209
-19.6224493266985,185.213229571984
-17.6986681921612,189.640637450199
-16.1615906707922,192.711740890688
-16.4955078334119,196.693388429752
-17.7770980080169,204.290987124463
-18.5742772908876,213.45201793722
-19.1762214623515,220.369444444444
-19.4463090885818,223.47323943662
-20.1071059993589,231.066990291262
-20.2051894432582,232.194146341463
-20.0598637974154,239.194974874372
-20.1611762408367,240.40303030303
-19.8028966778526,245.359793814433
-19.2271407047976,247.915625
-18.8375535911642,253.190425531915
-20.2572387173397,297.49875
-19.4402971986924,299.369811320755
-18.4959516629548,299.369811320755
-16.4009592176727,295.650931677019
-14.8901509001185,347.443795620438
-9.81935372605733,410.343103448276
-2.38139391129067,475.998
5.69572566424728,528.886666666667
5.96064313700288,553.486046511628
6.03076835037928,559.997647058824
6.10256321169345,566.664285714286
6.25140621685671,580.485365853658
6.32858407138576,587.651851851852
6.25140621685671,580.485365853658
6.32858407138576,587.651851851852
6.40769137227801,594.9975
9.07898972554119,652.052054794521
9.20508680506271,661.108333333333
9.07898972554119,652.052054794521
9.20508680506271,661.108333333333
9.07898972554119,652.052054794521
6.92723391597633,643.24054054054
9.07898972554119,652.052054794521
9.20508680506271,661.108333333333
9.33473591499319,670.419718309859
9.46808928520738,679.997142857143
-3.8409579214366,767.738709677419
23.2994423199152,242.85612244898
22.6489218180569,244.101538461538
23.6616098171159,246.631088082901
22.8836256710939,246.631088082901
23.0028112214641,247.915625
22.8836256710939,246.631088082901
23.6616098171159,246.631088082901
23.7848473682467,247.915625
21.8789169966095,244.101538461538
51.2176739410206,342.444604316547
54.1573617384407,347.443795620438
56.4903693906616,355.222388059701
58.67991859185,368.990697674419
62.1718009216701,368.990697674419
63.3357616982768,368.990697674419
68.966128636996,380.7984
70.1673361584541,380.7984
75.5934908347607,396.665
80.1858246987265,413.911304347826
82.206322636279,417.542105263158
84.262581599275,421.237168141593
83.6742926833555,424.998214285714
88.7323179899114,436.695412844037
90.3908659897228,444.857943925234
92.3344864931932,440.738888888889
96.9096832229188,449.054716981132
101.660849057634,457.690384615385
104.105623710448,462.133980582524
109.82858770059,480.806060606061
112.481440025926,485.712244897959
113.64104250042,490.719587628866
123.372407990188,511.825806451613
127.733899816151,523.074725274725
130.604324531121,534.829213483146
131.880849920546,547.124137931034
135.160289340346,553.486046511628
0.419591757742538,94.0707509881423
-5.69886383035018,108.924027459954
-5.75150922370214,109.93025404157
-5.88747870889604,112.529078014184
-5.81869975201641,111.214485981308
-0.986156174896706,87.1791208791209
-1.56774420908062,88.9715887850467
-1.58552580691519,89.9807183364839
-1.03149668868505,91.1873563218391
-1.52681199928128,105.542793791574
-8.83134612097328,150.632278481013
-10.4553490154011,153.547741935484
-13.517023187553,181.678625954198
-14.3961791672312,193.49512195122
-2.3410490064939,206.955652173913
12.5104140106455,257.296216216216
12.6471398468274,260.108196721311
15.4462537012079,265.920670391061
21.5736100849055,305.126923076923
23.3489493860496,303.183439490446
31.0659230932202,323.808163265306
36.0945576636702,342.444604316547
40.5911862260663,363.357251908397
47.9312714490647,349.998529411765
52.3474755720725,349.998529411765
53.0613694743366,347.443795620438
58.2963805830606,352.591111111111
61.179883818088,349.998529411765
75.561114538284,371.8734375
80.5079803367427,390.162295081967
83.6551692681581,393.386776859504
87.5846837127031,399.998319327731
89.0818577932621,406.835897435897
91.1442094999476,410.343103448276
94.5480885422474,413.911304347826
128.901454001886,495.83125
126.270812083481,485.712244897959
127.572573032795,490.719587628866
126.270812083481,485.712244897959
126.51202549862,480.806060606061
122.79108357219,466.664705882353
130.046687702115,506.38085106383
128.215986705745,511.825806451613
124.006836874885,471.285148514851
121.598937129741,462.133980582524
124.006836874885,471.285148514851
227.215366205665,689.852173913043
228.259459265077,679.997142857143
231.567567370369,689.852173913043
225.044537303597,670.419718309859
